case_id,source_kind,prompt,reference_answer,reference_source,answer_hash,source_row_id,question_variant_rank,token_count_reference,source_dataset,source_revision,adapter_raw_answer,adapter_answer,adapter_token_f1,adapter_reference_marker_recall,adapter_protocol_marker_count,adapter_repeated_ngram_ratio,adapter_generated_tokens,adapter_latency_seconds,adapter_hit_max_new_tokens,adapter_error,reviewer_substance_correct,reviewer_citation_correct,reviewer_complete,reviewer_current,reviewer_grounded,reviewer_abstained_appropriately,reviewer_notes
qa-test-00043,qa_test,Tulis isi hukum dari Pasal 11 dalam Keputusan Menteri Dalam Negeri No 131 Tahun 1997!,"Isi hukum dari Pasal 11 dalam Keputusan Menteri Dalam Negeri No 131 Tahun 1997 tentang Penyelenggaraan Catatan Sipil:
(1) Setiap peristiwa perceraian yang telah menda pat putusan Pengadilan Negeri dicatatkan pada Kantor Catatan Sipil/Dinas Ke pendudukan dan Catatan Sipil. (2) Setiap permohonan gugatan pe rceraian sebelum diajukan ke Pengadilan Negeri untuk mendapatkan putusan terlebih dahul u harus dilengkapi dengan surat pengantar dari Kantor Catatan Sipil/Dinas Kependudukan dan Catatan Sipil. (3) Pencatatan perceraian sebagaimana dima ksud ayat (1) diterbit kan Akta Perceraian. BAB VIII PENCATATAN PENGANGKATAN ANAK",keputusan menteri|131|1997,2cc9ed053a73dfec4a44399c4c1f98775818042cf312c3941719f5589e6b6644,train-00004-of-00021.parquet:3935043,1,191,Azzindani/Indonesian_Regulation_QA,54e65e937f1a8cc87cd0fc55eb944c0a6383efe1,"Isi hukum dari Pasal 11 dalam Keputusan Menteri Dalam Negeri No 131 Tahun 1997 tentang Pedoman Pelaksanaan Pemilihan, Pengesahan, Dan:
(1) Panitia Pemilihan Kecamatan melakukan penelitian terhadap persyaratan calon sebagaimana dimaksud dalam<|im_end|>","Isi hukum dari Pasal 11 dalam Keputusan Menteri Dalam Negeri No 131 Tahun 1997 tentang Pedoman Pelaksanaan Pemilihan, Pengesahan, Dan:
(1) Panitia Pemilihan Kecamatan melakukan penelitian terhadap persyaratan calon sebagaimana dimaksud dalam",0.3,1.0,0,0.0,54,2.0095,False,,,,,,,,
qa-test-00044,qa_test,Apa saja hal yang dijelaskan dalam Pasal 116 dari Peraturan Menteri Koordinator Bidang Kemaritiman Dan Investasi No 2 Tahun 2020?,"Berikut adalah isi hukum dari Pasal 116 dalam Peraturan Menteri Koordinator Bidang Kemaritiman Dan Investasi No 2 Tahun 2020 tentang Organisasi Dan Tata Kerja:
Bidang Penanganan Kecelakaan Maritim mempunyai tugas melaksanakan penyiapan bahan koordinasi dan sinkronisasi perumusan, penetapan, dan pelaksanaan serta pengendalian pelaksanaan kebijakan Kementerian/Lembaga, dan pemantauan, analisis, evaluasi, dan pelaporan yang terkait dengan isu di bidang penanganan kecelakaan maritim . Bagian Kedelapan Asisten Deputi Energi",peraturan menteri|2|2020,2d46f20a63344ad3343aa39a45afd3ab8d29ddd2418fb157873fc00e598a70e6,train-00016-of-00021.parquet:15350886,1,152,Azzindani/Indonesian_Regulation_QA,54e65e937f1a8cc87cd0fc55eb944c0a6383efe1,"Berikut adalah isi hukum dari Pasal 116 dalam Peraturan Menteri Koordinator Bidang Kemaritiman Dan Investasi No 2 Tahun 2020 tentang Organisasi Dan Tata Kerja:
Dalam melaksanakan tugas sebagaimana dimaksud dalam<|im_end|>","Berikut adalah isi hukum dari Pasal 116 dalam Peraturan Menteri Koordinator Bidang Kemaritiman Dan Investasi No 2 Tahun 2020 tentang Organisasi Dan Tata Kerja:
Dalam melaksanakan tugas sebagaimana dimaksud dalam",0.541667,1.0,0,0.0,44,1.649,False,,,,,,,,
qa-test-00045,qa_test,Berikan isi dokumen dari Pasal 6 dalam Peraturan Menteri Keuangan Republik Indonesia No 68 Tahun 2021!,"Isi dokumen dari Pasal 6 dalam Peraturan Menteri Keuangan Republik Indonesia No 68 Tahun 2021 tentang Pajak Pertambahan Nilai Dan Pajak Penghasilan:
aya t (2) yang dibuat melalui Sarana Elektronik yang diselenggarakan oleh Penyelenggara Perdagangan Melalui Sistem Elektronik ditetapkan sebagai dokumen tertentu yang kedudukannya dipersamakan dengan Faktur Pajak; c. Penjual Aset Kripto tidak melakukan pemungutan Pajak Pertambahan Nilai atas penyerahan Aset Kripto melalui sistem Penyelenggara Perdagangan Melalui Sistem Elektronik ; d. Penjual Aset Kripto melaporkan Pajak Pertambahan Nilai yang dipungut oleh Penyelenggara Perdagangan Melalui Sistem Elektronik atas peny erahan Aset Kripto sebagaimana dimaksud dalam",peraturan menteri|68|2021,2e1c096928b453eaceab9bd4b565c7a2d9fd395b7909615d2f8402dffcf0f699,train-00018-of-00021.parquet:17526695,1,177,Azzindani/Indonesian_Regulation_QA,54e65e937f1a8cc87cd0fc55eb944c0a6383efe1,"Isi dokumen dari Pasal 6 dalam Peraturan Menteri Keuangan Republik Indonesia No 68 Tahun 2021 tentang Tata Cara Penyediaan, Pencairan, Dan Pertanggungjawaban Dana:
ayat (1) huruf b, dan<|im_end|>","Isi dokumen dari Pasal 6 dalam Peraturan Menteri Keuangan Republik Indonesia No 68 Tahun 2021 tentang Tata Cara Penyediaan, Pencairan, Dan Pertanggungjawaban Dana:
ayat (1) huruf b, dan",0.280992,1.0,0,0.0,50,1.8717,False,,,,,,,,
qa-test-00046,qa_test,"Menurut Peraturan Pemerintah Republik Indonesia No 35 Tahun 2010, apa yang diatur dalam Pasal 51?","Rumusan Pasal berdasarkan Pasal 51 dalam Peraturan Pemerintah Republik Indonesia No 35 Tahun 2010 tentang Pelaksanaan Undang -Undang Nomor 20 Tahun 2009:
Cukup jelas.",peraturan pemerintah|35|2010,3012ef44c76e0fd1840acb67e5a7eee00b605b3acf7bf8fcc3a622c7f2a0fce1,train-00008-of-00021.parquet:7807306,1,85,Azzindani/Indonesian_Regulation_QA,54e65e937f1a8cc87cd0fc55eb944c0a6383efe1,"Rumusan Pasal berdasarkan Pasal 51 dalam Peraturan Pemerintah Republik Indonesia No 35 Tahun 2010 tentang Pemberian Gaji/Pensiun/Tunjangan Bulan Ketiga Belas:
Cukup jelas.<|im_end|>","Rumusan Pasal berdasarkan Pasal 51 dalam Peraturan Pemerintah Republik Indonesia No 35 Tahun 2010 tentang Pemberian Gaji/Pensiun/Tunjangan Bulan Ketiga Belas:
Cukup jelas.",0.708333,0.666667,0,0.0,46,1.7183,False,,,,,,,,
qa-test-00047,qa_test,Sebutkan semua ketentuan yang ada dalam Pasal 5 dari Peraturan Pemerintah Republik Indonesia No 72 Tahun 2009!,"Redaksional Pasal dalam Pasal 5 dalam Peraturan Pemerintah Republik Indonesia No 72 Tahun 2009 tentang Lalu Lintas Dan Angkutan Kereta Api:
Jaringan pelayanan perkeretaapian merupakan kumpulan lintas pelayanan yang tersambung satu dengan yang lain menghubungkan lintas pelayanan perkeretaapian dengan pusat kegiatan, pusat logistik, dan antarmoda. Bagian Kedua Jaringan Pelayanan Perkeretaapian Antarkota",peraturan pemerintah|72|2009,32140d40b14168869d26e9410ad62d521cf7676b53f05fdb3dcfbcc9e7df0d8b,train-00001-of-00021.parquet:169559,1,129,Azzindani/Indonesian_Regulation_QA,54e65e937f1a8cc87cd0fc55eb944c0a6383efe1,"Redaksional Pasal dalam Pasal 5 dalam Peraturan Pemerintah Republik Indonesia No 72 Tahun 2009 tentang Jenis Dan Tarif Atas Jenis Penerimaan Negara Bukan Pajak:
Cukup jelas.<|im_end|>","Redaksional Pasal dalam Pasal 5 dalam Peraturan Pemerintah Republik Indonesia No 72 Tahun 2009 tentang Jenis Dan Tarif Atas Jenis Penerimaan Negara Bukan Pajak:
Cukup jelas.",0.415584,1.0,0,0.0,42,1.5754,False,,,,,,,,
qa-test-00048,qa_test,Berikan isi dokumen dari Pasal 12 dalam Peraturan Pemerintah Republik Indonesia No 35 Tahun 2016!,"Isi dokumen dari Pasal 12 dalam Peraturan Pemerintah Republik Indonesia No 35 Tahun 2016 tentang Jenis Dan Tarif Atas Jenis Penerimaan Negara Bukan Pajak:
Seluruh Penerimaan Negara Bukan pajak yang berlaku pada Kementerian Pertanian wajib disetor langSung secepatnya ke Kas Negara.",peraturan pemerintah|35|2016,324269fcdb96de5057a35763779bd42b4541f56e51d2f950dd1fc47eb7a7c77b,train-00002-of-00021.parquet:1109170,1,103,Azzindani/Indonesian_Regulation_QA,54e65e937f1a8cc87cd0fc55eb944c0a6383efe1,"Isi dokumen dari Pasal 12 dalam Peraturan Pemerintah Republik Indonesia No 35 Tahun 2016 tentang Perubahan Atas Peraturan Pemerintah Nomor 7 Tahun 2Oi4:
ayat (1) huruf a, huruf b, huruf c, huruf d, huruf e, huruf f, huruf g, huruf h, huruf i, huruf j, huruf k, huruf 1, huruf m, huruf n, huruf o, huruf p, huruf q, huruf r, huruf s, huruf t, huruf u, huruf v, huruf w, huruf x, huruf y, huruf z, huruf aa, huruf ab, huruf ac, huruf ad, huruf ae, huruf af, huruf ag, huruf ah, huruf ai, huruf aj, huruf ak, huruf al, huruf am, huruf an, huruf ao, huruf ap, huruf aq, huruf ar, huruf as, huruf at, huruf au, huruf av, huruf aw, huruf ax, huruf ay, huruf az, huruf ba, huruf bb, huruf bc, huruf bd, huruf be, huruf bf, huruf bg, huruf bh, huruf bi, huruf bj, huruf bk, huruf bl, huruf bm, huruf bn, huruf bo, huruf bp, huruf bq, huruf br, huruf bs","Isi dokumen dari Pasal 12 dalam Peraturan Pemerintah Republik Indonesia No 35 Tahun 2016 tentang Perubahan Atas Peraturan Pemerintah Nomor 7 Tahun 2Oi4:
ayat (1) huruf a, huruf b, huruf c, huruf d, huruf e, huruf f, huruf g, huruf h, huruf i, huruf j, huruf k, huruf 1, huruf m, huruf n, huruf o, huruf p, huruf q, huruf r, huruf s, huruf t, huruf u, huruf v, huruf w, huruf x, huruf y, huruf z, huruf aa, huruf ab, huruf ac, huruf ad, huruf ae, huruf af, huruf ag, huruf ah, huruf ai, huruf aj, huruf ak, huruf al, huruf am, huruf an, huruf ao, huruf ap, huruf aq, huruf ar, huruf as, huruf at, huruf au, huruf av, huruf aw, huruf ax, huruf ay, huruf az, huruf ba, huruf bb, huruf bc, huruf bd, huruf be, huruf bf, huruf bg, huruf bh, huruf bi, huruf bj, huruf bk, huruf bl, huruf bm, huruf bn, huruf bo, huruf bp, huruf bq, huruf br, huruf bs",0.153846,1.0,0,0.0,256,9.2909,True,,,,,,,,
qa-test-00049,qa_test,Apa redaksi asli dari Pasal 81 dalam Peraturan Pemerintah Republik Indonesia No 32 Tahun 2011?,"Frasa hukum penting dalam Pasal 81 dalam Peraturan Pemerintah Republik Indonesia No 32 Tahun 2011 tentang Manajemen Dan Rekayasa, Analisis Dampak,:
Untuk pelaksanaan pembatasan sebagaimana dimaksud dalam",peraturan pemerintah|32|2011,32a41c61b29e417b7820f408f247a1591561125a5f554a8940b196f61a30dee6,train-00009-of-00021.parquet:8121763,1,82,Azzindani/Indonesian_Regulation_QA,54e65e937f1a8cc87cd0fc55eb944c0a6383efe1,"Frasa hukum penting dalam Pasal 81 dalam Peraturan Pemerintah Republik Indonesia No 32 Tahun 2011 tentang Pelayanan Darah:
Cukup jelas.<|im_end|>","Frasa hukum penting dalam Pasal 81 dalam Peraturan Pemerintah Republik Indonesia No 32 Tahun 2011 tentang Pelayanan Darah:
Cukup jelas.",0.680851,1.0,0,0.0,36,1.3552,False,,,,,,,,
qa-test-00050,qa_test,Apa saja elemen/komponen yang dibahas dalam Pasal 62 dari Peraturan Menteri Lingkungan Hidup Dan Kehutanan No 14 Tahun 2024?,"Isi resmi sebagaimana tercatat dalam Pasal 62 dalam Peraturan Menteri Lingkungan Hidup Dan Kehutanan No 14 Tahun 2024 tentang Penyelenggaraan Pengawasan Dan Sanksi Administratif:
kepada Menteri, gubernur, dan bupati/wali kota sesuai dengan kewenangannya. (2) Laporan sebagaimana dimaksud pada ayat (1) memuat: a. identitas Pejabat Pengawas Lingkungan Hidup yang melaksanakan pengawasan; b. identitas penanggung jawab Usaha dan/atau Kegiatan; c. hasil pengawasan sebagaimana dimaksud dalam",peraturan menteri|14|2024,333c05ef1ff5971d501d64d46a8cc63f3b6bb694c8ac58878670eb3357e86252,train-00021-of-00021.parquet:20815160,1,153,Azzindani/Indonesian_Regulation_QA,54e65e937f1a8cc87cd0fc55eb944c0a6383efe1,"Isi resmi sebagaimana tercatat dalam Pasal 62 dalam Peraturan Menteri Lingkungan Hidup Dan Kehutanan No 14 Tahun 2024 tentang Pelaksanaan Peraturan Pemerintah Nomor 46 Tahun 2016:
(1) Dalam hal hasil verifikasi sebagaimana dimaksud dalam<|im_end|>","Isi resmi sebagaimana tercatat dalam Pasal 62 dalam Peraturan Menteri Lingkungan Hidup Dan Kehutanan No 14 Tahun 2024 tentang Pelaksanaan Peraturan Pemerintah Nomor 46 Tahun 2016:
(1) Dalam hal hasil verifikasi sebagaimana dimaksud dalam",0.484848,1.0,0,0.0,56,2.0802,False,,,,,,,,
qa-test-00051,qa_test,Sebutkan ketentuan resmi dari Pasal 25 menurut Peraturan Pemerit{Tah Republik Indonesia No 13 Tahun 2018!,"Bacaan isi hukum Pasal berdasarkan Pasal 25 dalam Peraturan Pemerit{Tah Republik Indonesia No 13 Tahun 2018 tentang Penelitian, Rekayasa, Dan Pengembangan Industri Meteorologi,:
huruf a dilakukan untuk: a. pemenuhan kebutuhan dalam penyelenggaraan Meteorologi, Klimatologi, dan Geofisika; dan/atau b. keanekaragaman sarana Meteorologi, Klimatologi, dan Geofisika. Pasal2T Peningkatan nilai guna sarana Meteorologi, Klimatologi, dan Geofisika sebagaigl6sa dimaksud dalam",answer:3546e3acadaff55bb36c9c57c5a1133499f5ae9060ea86c096baa0387d348328,3546e3acadaff55bb36c9c57c5a1133499f5ae9060ea86c096baa0387d348328,train-00002-of-00021.parquet:1149689,1,162,Azzindani/Indonesian_Regulation_QA,54e65e937f1a8cc87cd0fc55eb944c0a6383efe1,"Bacaan isi hukum Pasal berdasarkan Pasal 25 dalam Peraturan Pemerit{Tah Republik Indonesia No 13 Tahun 2018 tentang Penelitian, Rekayasa, Dan Pengembangan Industri Meteorologi,:
(1) Dalam hal hasil Penelitian, Rekayasa, dan/atau Pengembangan Industri Meteorologi, Klimatologi, dan Geofisika sebagaimana dimaksud dalam<|im_end|>","Bacaan isi hukum Pasal berdasarkan Pasal 25 dalam Peraturan Pemerit{Tah Republik Indonesia No 13 Tahun 2018 tentang Penelitian, Rekayasa, Dan Pengembangan Industri Meteorologi,:
(1) Dalam hal hasil Penelitian, Rekayasa, dan/atau Pengembangan Industri Meteorologi, Klimatologi, dan Geofisika sebagaimana dimaksud dalam",0.666667,1.0,0,0.0,73,2.6918,False,,,,,,,,
qa-test-00052,qa_test,Apa saja hal yang dijelaskan dalam Pasal 3 dari Uran Presiden Republik Indonesia No 35 Tahun 2015?,"Berikut adalah isi hukum dari Pasal 3 dalam Uran Presiden Republik Indonesia No 35 Tahun 2015 tentang Kementerian Kesehatan:
Dalam melaksanakan tugas sebagaimana dimaksud dalam",answer:358d09fd10136c3b6fde729a6e81520b1238f292b9faa8872a22efa6c64912f4,358d09fd10136c3b6fde729a6e81520b1238f292b9faa8872a22efa6c64912f4,train-00003-of-00021.parquet:2811261,1,74,Azzindani/Indonesian_Regulation_QA,54e65e937f1a8cc87cd0fc55eb944c0a6383efe1,"Berikut adalah isi hukum dari Pasal 3 dalam Uran Presiden Republik Indonesia No 35 Tahun 2015 tentang Kementerian Agama:
(1) Kementerian Agama mempunyai tugas menyelenggarakan urusan pemerintahan di bidang agama untuk membantu Presiden dalam menyelenggarakan pemerintahan negara. (2) Untuk menyelenggarakan tugas sebagaimana dimaksud pada ayat (1), Kementerian Agama mempunyai fungsi: a. perumusan kebijakan di bidang agama; b. pelaksanaan kebijakan di bidang agama; c. koordinasi dan sinkronisasi pelaksanaan kebijakan di bidang agama; d. penyusunan norma, standar, prosedur, dan kriteria di bidang agama; e. pemberian bimbingan teknis dan supervisi di bidang agama; f. pelaksanaan pemantauan, evaluasi, dan pelaporan di bidang agama; dan g. pelaksanaan administrasi Kementerian Agama.<|im_end|>","Berikut adalah isi hukum dari Pasal 3 dalam Uran Presiden Republik Indonesia No 35 Tahun 2015 tentang Kementerian Agama:
(1) Kementerian Agama mempunyai tugas menyelenggarakan urusan pemerintahan di bidang agama untuk membantu Presiden dalam menyelenggarakan pemerintahan negara. (2) Untuk menyelenggarakan tugas sebagaimana dimaksud pada ayat (1), Kementerian Agama mempunyai fungsi: a. perumusan kebijakan di bidang agama; b. pelaksanaan kebijakan di bidang agama; c. koordinasi dan sinkronisasi pelaksanaan kebijakan di bidang agama; d. penyusunan norma, standar, prosedur, dan kriteria di bidang agama; e. pemberian bimbingan teknis dan supervisi di bidang agama; f. pelaksanaan pemantauan, evaluasi, dan pelaporan di bidang agama; dan g. pelaksanaan administrasi Kementerian Agama.",0.338462,1.0,0,0.0,155,5.646,False,,,,,,,,
qa-test-00053,qa_test,Apa saja hal yang dijelaskan dalam Pasal 26 dari Peraturan Pemerintah Republik Indonesia No 59 Tahun 2018?,"Berikut adalah isi hukum dari Pasal 26 dalam Peraturan Pemerintah Republik Indonesia No 59 Tahun 2018 tentang Tata Cara Pengajuan Dan Penyelesaian Keberatan, Keringanan,:
ayat(1)',28 ayat(21,",peraturan pemerintah|59|2018,36bc565f12921a1ced8cc455f598d2b9a085ee7257c11b5c672bdfffa1a04d88,train-00016-of-00021.parquet:15110786,1,93,Azzindani/Indonesian_Regulation_QA,54e65e937f1a8cc87cd0fc55eb944c0a6383efe1,"Berikut adalah isi hukum dari Pasal 26 dalam Peraturan Pemerintah Republik Indonesia No 59 Tahun 2018 tentang Tata Cara Pelaksanaan Peran Serta Masyarakat Dan:
Cukup jelas.<|im_end|>","Berikut adalah isi hukum dari Pasal 26 dalam Peraturan Pemerintah Republik Indonesia No 59 Tahun 2018 tentang Tata Cara Pelaksanaan Peran Serta Masyarakat Dan:
Cukup jelas.",0.727273,1.0,0,0.0,41,1.5392,False,,,,,,,,
qa-test-00054,qa_test,Jelaskan narasi hukum dalam Pasal 11 menurut Peraturan Pemerintah Republik Indonesia No 96 Tahun 2000!,"Narasi hukum dalam Pasal 11 dalam Peraturan Pemerintah Republik Indonesia No 96 Tahun 2000 tentang Wewenang Pengangkatan, Pemindahan, Dan Pemberhentian:
(1) Pejabat Pembina Kepegawaian Daerah Propinsi menetapkan: a. pengangkatan Sekretaris Daerah Propinsi setelah mendapat persetujuan dari pimpinan Dewan Perwakilan Rakyat Daerah Propinsi. b. Pemberhentian Sekretaris Daerah Propinsi. c. Pengangkatan, pemindahan, dan pemberhentian Pegawai Negeri Sipil Daerah Propinsi dalam dan dari jabatan struktural eselon II ke bawah atau jabatan fungsional. (2) Pejabat sebagaimana dimaksud dalam ayat (1) dapat mendelegasikan sebagian wewenangnya atau memberikan kuasa kepada pejabat lain di lingkungannya untuk menetapkan pengangkatan, pemindahan, dan pemberhentian Pegawai Negeri Sipil dalam dan dari jabatan struktural eselon III ke bawah atau jenjang jabatan fungsional yang setingkat dengan itu.",peraturan pemerintah|96|2000,374ed1f9aec42f12aa25a6db7873ea0b1f6e047917e70b17cf1b6dd707351108,train-00001-of-00021.parquet:291219,1,234,Azzindani/Indonesian_Regulation_QA,54e65e937f1a8cc87cd0fc55eb944c0a6383efe1,"Narasi hukum dalam Pasal 11 dalam Peraturan Pemerintah Republik Indonesia No 96 Tahun 2000 tentang Pendirian Perusahaan Jawatan Rumah Sakit:
(1) Dewan Pengawas mempunyai tugas : a. melakukan pengawasan terhadap pengelolaan PERJAN; b. memberikan nasihat kepada Direksi dalam melaksanakan kegiatan kepengurusan PERJAN. (2) Pengawasan sebagaimana dimaksud dalam ayat (1) huruf a, meliputi pengawasan terhadap : a. pelaksanaan rencana kerja dan anggaran PERJAN; b. pelaksanaan kegiatan kepengurusan PERJAN; c. keadaan keuangan PERJAN. (3) Pengawasan sebagaimana dimaksud dalam ayat (1) huruf a, dilakukan secara berkala dan sewaktu -waktu sesuai dengan kebutuhan. (4) Pengawasan sebagaimana dimaksud dalam ayat (1) huruf a, dilakukan oleh Dewan Pengawas secara bersama -sama atau masing -masing sesuai dengan bidang tugasnya. (5) Pengawasan sebagaimana dimaksud dalam ayat (1) huruf a, dilakukan dengan memperhatikan ketentuan peraturan perundang -undangan yang berlaku. (6) Dewan Pengawas wajib melaporkan hasil pengawasan kepada Menteri Keuangan secara berkala dan sewaktu -waktu sesuai dengan kebutuhan.<|im_end|>","Narasi hukum dalam Pasal 11 dalam Peraturan Pemerintah Republik Indonesia No 96 Tahun 2000 tentang Pendirian Perusahaan Jawatan Rumah Sakit:
(1) Dewan Pengawas mempunyai tugas : a. melakukan pengawasan terhadap pengelolaan PERJAN; b. memberikan nasihat kepada Direksi dalam melaksanakan kegiatan kepengurusan PERJAN. (2) Pengawasan sebagaimana dimaksud dalam ayat (1) huruf a, meliputi pengawasan terhadap : a. pelaksanaan rencana kerja dan anggaran PERJAN; b. pelaksanaan kegiatan kepengurusan PERJAN; c. keadaan keuangan PERJAN. (3) Pengawasan sebagaimana dimaksud dalam ayat (1) huruf a, dilakukan secara berkala dan sewaktu -waktu sesuai dengan kebutuhan. (4) Pengawasan sebagaimana dimaksud dalam ayat (1) huruf a, dilakukan oleh Dewan Pengawas secara bersama -sama atau masing -masing sesuai dengan bidang tugasnya. (5) Pengawasan sebagaimana dimaksud dalam ayat (1) huruf a, dilakukan dengan memperhatikan ketentuan peraturan perundang -undangan yang berlaku. (6) Dewan Pengawas wajib melaporkan hasil pengawasan kepada Menteri Keuangan secara berkala dan sewaktu -waktu sesuai dengan kebutuhan.",0.276923,1.0,0,0.099291,233,8.4875,False,,,,,,,,
qa-test-00055,qa_test,Apa yang tertulis dalam Pasal 20 dalam Peraturan Menteri Kesehatan Republik Indonesia No 16 Tahun 2022?,"Tertulis dalam Pasal 20 dalam Peraturan Menteri Kesehatan Republik Indonesia No 16 Tahun 2022 tentang Tata Cara Penyelenggaraan Produksi Dan/Atau Penggunaan:
(1) Menteri dan Kepala BPOM melakukan pembinaan terhadap pelaksanaan Peraturan Menteri ini sesuai dengan tugas, fungsi, dan kewenangan masing -masing. (2) Pembinaan terhadap pelaksanaan Peraturan Menteri ini oleh Kepala BPOM sebagaimana dima ksud pada ayat (1) dilakukan dalam bidang pengawasan Narkotika.",peraturan menteri|16|2022,3b611632ca4e5f598124c353e4e3af533aff8816168418dd8369bb2c8963c52f,train-00018-of-00021.parquet:17101699,1,137,Azzindani/Indonesian_Regulation_QA,54e65e937f1a8cc87cd0fc55eb944c0a6383efe1,"Tertulis dalam Pasal 20 dalam Peraturan Menteri Kesehatan Republik Indonesia No 16 Tahun 2022 tentang Organisasi Dan Tata Kerja:
(1) Direktorat Pelayanan Medik, Keperawatan, dan Penunjang terdiri atas: a. Bidang Pelayanan Medik; b. Bidang Pelayanan Keperawatan; dan c. Bidang Pelayanan Penunjang. (2) Bidang Pelayanan Medik, Keperawatan, dan Penunjang sebagaimana dimaksud pada ayat (1) terdiri atas kelompok jabatan fungsional.<|im_end|>","Tertulis dalam Pasal 20 dalam Peraturan Menteri Kesehatan Republik Indonesia No 16 Tahun 2022 tentang Organisasi Dan Tata Kerja:
(1) Direktorat Pelayanan Medik, Keperawatan, dan Penunjang terdiri atas: a. Bidang Pelayanan Medik; b. Bidang Pelayanan Keperawatan; dan c. Bidang Pelayanan Penunjang. (2) Bidang Pelayanan Medik, Keperawatan, dan Penunjang sebagaimana dimaksud pada ayat (1) terdiri atas kelompok jabatan fungsional.",0.429752,1.0,0,0.0,102,3.7485,False,,,,,,,,
qa-test-00056,qa_test,Sebutkan semua ketentuan yang ada dalam Pasal 59 dari Peraturan Menteri Pariwisata Dan Ekonomi Kreatif/ No 15 Tahun 2020!,"Redaksional Pasal dalam Pasal 59 dalam Peraturan Menteri Pariwisata Dan Ekonomi Kreatif/ No 15 Tahun 2020 tentang Statuta Politeknik Pariwisata Medan:
Kententuan mengenai p ersyaratan dan tata cara pengangkatan serta pemberhentian Ketua Jurusan diatur dengan Peraturan Direktur.",peraturan menteri|15|2020,3ddc44cd99d7a97ce62cc50f5221a0f779a6f478fdaa6ab672115aece14f946f,train-00016-of-00021.parquet:15144284,1,107,Azzindani/Indonesian_Regulation_QA,54e65e937f1a8cc87cd0fc55eb944c0a6383efe1,"Redaksional Pasal dalam Pasal 59 dalam Peraturan Menteri Pariwisata Dan Ekonomi Kreatif/ No 15 Tahun 2020 tentang Statuta Politeknik Pariwisata Makassar:
(1) Kepala Unit Penunjang diangkat dan diberhentikan oleh Direktur. (2) Masa jabatan Kepala Unit Penunjang selama 4 (empat) tahun dan dapat diangkat kembali untuk 1 (satu) kali masa jabatan.<|im_end|>","Redaksional Pasal dalam Pasal 59 dalam Peraturan Menteri Pariwisata Dan Ekonomi Kreatif/ No 15 Tahun 2020 tentang Statuta Politeknik Pariwisata Makassar:
(1) Kepala Unit Penunjang diangkat dan diberhentikan oleh Direktur. (2) Masa jabatan Kepala Unit Penunjang selama 4 (empat) tahun dan dapat diangkat kembali untuk 1 (satu) kali masa jabatan.",0.505747,1.0,0,0.0,88,3.2586,False,,,,,,,,
qa-test-00057,qa_test,Sampaikan isi hukum dalam Pasal 61 dari Peraturan Pemerintah Republik Indonesia No 34 Tahun 2006!,"Ketentuan hukum dalam Pasal 61 dalam Peraturan Pemerintah Republik Indonesia No 34 Tahun 2006 tentang Jalan:
(1) Penetapan ruas-ruas jalan menurut fungsinya untuk jalan arteri dan jalan kolektor yang menghubungkan antar ibukota provinsi dalam sistem jaringan jalan primer dilakukan secara berkala dengan keputusan Menteri. (2) Penetapan ruas-ruas jalan sebagaimana dimaksud pada ayat (1) dilakukan setelah mendengar pendapat menteri yang menyelenggarakan urusan pemerintahan di bidang lalu lintas dan angkutan jalan sesuai dengan tingkat perkembangan wilayah yang telah dicapai. (3) Penetapan ruas-ruas jalan menurut fungsinya dalam sistem jaringan jalan sekunder, jalan kolektor dalam sistem jaringan jalan primer selain dimaksud pada ayat (1), jalan lokal dalam sistem jaringan jalan primer, serta jalan lingkungan dalam sistem jaringan jalan primer dilakukan secara berkala dengan Keputusan Gubernur. (4) Penetapan ruas-ruas jalan sebagaimana dimaksud pada ayat (3) dilakukan berdasarkan usul bupati/walikota yang bersangkutan dengan memperhatikan keputusan Menteri sebagaimana dimaksud pada ayat (1), keputusan Menteri sebagaimana dimaksud dalam",peraturan pemerintah|34|2006,412bdbb7bdd57cf2047b1e7b6d5c1d27697eb56b8c58fc4b8c119aaa66a5ff21,train-00002-of-00021.parquet:1115407,1,251,Azzindani/Indonesian_Regulation_QA,54e65e937f1a8cc87cd0fc55eb944c0a6383efe1,"Ketentuan hukum dalam Pasal 61 dalam Peraturan Pemerintah Republik Indonesia No 34 Tahun 2006 tentang Perubahan Atas Peraturan Pemerintah Nomor 25 Tahun 2004:
A (1) Dalam hal terjadi perubahan data dan/atau informasi yang berkaitan dengan kegiatan usaha pertambangan sebagaimana dimaksud dalam<|im_end|>","Ketentuan hukum dalam Pasal 61 dalam Peraturan Pemerintah Republik Indonesia No 34 Tahun 2006 tentang Perubahan Atas Peraturan Pemerintah Nomor 25 Tahun 2004:
A (1) Dalam hal terjadi perubahan data dan/atau informasi yang berkaitan dengan kegiatan usaha pertambangan sebagaimana dimaksud dalam",0.233503,1.0,0,0.0,64,2.3769,False,,,,,,,,
