case_id,source_available_in_candidate_corpus,regulation_key,query_article,prompt,reference_answer,retrieval_status,candidate_chunk_count,retrieved_source_ids,adapter_no_rag_answer,adapter_with_candidate_rag_answer,no_rag_reference_token_f1,rag_reference_token_f1,rag_grounded_token_precision,rag_citation_signal_present,rag_appropriate_abstention_when_source_missing,reviewer_no_rag_rating_1_to_5,reviewer_rag_rating_1_to_5,reviewer_preferred_condition,reviewer_substance_correct,reviewer_grounded,reviewer_current,reviewer_notes
qa-covered-0028,True,peraturan pemerintah|34|2016,Pasal 12,Bagaimana bunyi lengkap dari Pasal 12 berdasarkan Peraturan Pemerintah Republik Indonesia No 34 Tahun 2016?,"Bunyi lengkap dari Pasal berdasarkan Pasal 12 dalam Peraturan Pemerintah Republik Indonesia No 34 Tahun 2016 tentang Pajak Penghasil,An Atas Penghasilan Dari Pengalihan Hak Atas:
Cukup jelas. TAMBAHAN LEMBARAN NEGARA REPUBLIK INDONESIA NOMOR 5916 www.regulasip.com",found,2,"kg-73a315ecbca4-dbba286be935e784b79c-0,kg-73a315ecbca4-f99b7b48e6852357f7e2-0",Bagian Kesepuluh (1) (2) (3) (4) (5) (6) (7) (8) (9) (10) (11) (12) (13) (14) (15) (16) (17) (18) (19) (20) (21) (22) (23) (24) (25) (26) (27) (28) (29) (30) (31) (32) (33) (34) (35) (36) (37) (38) (39) (40) (41) (42) (43) (44) (45) (46) (47) (48) (49) (50) (51) (52) (53) (54) (55) (56) (57) (58) (59) (60) (61) (62) (63) (64) (65),"Berdasarkan konteks yang diberikan, bunyi lengkap dari Pasal 12 dalam Peraturan Pemerintah Republik Indonesia No 34 Tahun 2016 tentang Pajak Penghasilan Atas Penghasilan Dari Pengalihan Hak Atas Tanah Dan/Atau Bangunan, Dan Perjanjian Pengikatan Jual Beli Atas Tanah Dan/Atau Bangunan Serta Perubahan Ny:
Cukup jelas.",0.038095,0.595238,0.703704,False,,,,,,,,
qa-covered-0029,True,peraturan pemerintah|72|2009,Pasal 108,Jelaskan narasi hukum dalam Pasal 108 menurut Peraturan Pemerintah Republik Indonesia No 72 Tahun 2009!,"Narasi hukum dalam Pasal 108 dalam Peraturan Pemerintah Republik Indonesia No 72 Tahun 2009 tentang Lalu Lintas Dan Angkutan Kereta Api:
Ayat (1) Cukup jelas. Ayat (2) Tempat lain antara lain balai yasa, depo, atau jalur yang mempunyai atau tersedia kegiatan untuk langsiran. Ayat (3) Cukup jelas. Ayat (4) Cukup jelas.",found,1,kg-aced410a168b-46144f4e558adcf5435d-0,"Narasi hukum dalam Pasal 108 dalam Peraturan Pemerintah Republik Indonesia No 72 Tahun 2009 tentang Jenis Dan Tarif Atas Jenis Penerimaan Negara Bukan Pajak:
Cukup jelas.","Narasi hukum dalam Pasal 108 dalam Peraturan Pemerintah Republik Indonesia No 72 Tahun 2009 tentang Lalu Lintas Dan Angkutan Kereta Api:
(1) Kegiatan langsiran dilakukan untuk: a. menyusun rangkaian kereta api; b. menambah atau mengurangi rangkaian; c. menghapuskan pendinasan kereta api; atau d. keperluan bongkar muat. (2) Langsiran sebagaimana dimaksud pada ayat (1) dapat dilakukan di stasiun atau di tempat lain dengan ketentuan tidak mengganggu perjalanan kereta api. (3) Langsiran dilakukan oleh petugas langsir setelah mendapat perintah petugas pengatur perjalanan kereta api. (4) Pelaksanaan langsiran sebagaimana dimaksud pada ayat (3) harus dipandu dan dibantu oleh petugas langsir serta dikendalikan oleh petugas pengatur perjalanan kereta api.",0.467532,0.435897,0.942857,False,,,,,,,,
qa-covered-0030,True,peraturan pemerintah|6|2010,Pasal 19,Tulis isi hukum dari Pasal 19 dalam Peraturan Pemerintah Republik Indonesia No 6 Tahun 2010!,"Isi hukum dari Pasal 19 dalam Peraturan Pemerintah Republik Indonesia No 6 Tahun 2010 tentang Satuan Polisi Pamong Praja:
Cukup jelas.",found,1,kg-1260bdd6617e-9f9eb928f171543f4b51-0,"Isi hukum dari Pasal 19 dalam Peraturan Pemerintah Republik Indonesia No 6 Tahun 2010 tentang Perusahaan Umum (Perum) Jasa Tirta Ii:
(1) Direksi wajib menyusun rencana kerja dan anggaran tahunan yang memuat program dan kegiatan Perusahaan serta target kinerja yang akan dicapai dalam satu tahun anggaran. (2) Rencana kerja dan anggaran tahunan sebagaimana dimaksud pada ayat (1) disusun berdasarkan Rencana Kerja dan Anggaran Kementerian Negara/Lembaga. (3) Rencana kerja dan anggaran tahunan sebagaimana dimaksud pada ayat (1) disampaikan kepada Dewan Pengawas untuk mendapat persetujuan. (4) Dalam hal Dewan Pengawas tidak memberikan persetujuan dalam jangka waktu 14 (empat belas) hari kerja sejak diterimanya rencana kerja dan anggaran tahunan, rencana kerja dan anggaran tahunan tersebut dianggap disetujui. (5) Rencana kerja dan anggaran tahunan yang telah disetujui oleh Dewan Pengawas sebagaimana dimaksud pada ayat (4) disampaikan kepada Menteri untuk ditetapkan paling lambat 30 (tiga puluh) hari kerja setelah disetujui oleh Dewan Pengawas. (6) Dalam hal Menteri tidak menetapkan rencana kerja dan anggaran tahunan dalam jangka waktu 30 (tiga puluh) hari kerja sejak diterima, rencana kerja dan anggaran tahunan tersebut dianggap disetujui. (7) Rencana kerja dan anggaran tahunan yang telah","Isi hukum dari Pasal 19 dalam Peraturan Pemerintah Republik Indonesia No 6 Tahun 2010 tentang Satuan Polisi Pamong Praja:
Pengangkatan dan pemberhentian Polisi Pamong Praja ditetapkan dengan keputusan pejabat yang berwenang sesuai dengan ketentuan peraturan perundang-undangan.",0.144928,0.655172,0.826087,False,,,,,,,,
qa-covered-0031,True,undang-undang|11|1990,Pasal 17,Sebutkan ketentuan resmi dari Pasal 17 menurut Undang-Undang Republik Indonesia No 11 Tahun 1990!,"Bacaan isi hukum Pasal berdasarkan Pasal 17 dalam Undang-Undang Republik Indonesia No 11 Tahun 1990 tentang Susunan Pemerintahan Daerah Khusus Ibukota Negara Republik:
Pembentukan dan pengembangan perangkat Wilayah dan Daerah sesuai dengan kebutuhan diartikan bahwa Daerah Khusus Ibukota Jakarta mengingat kekhususannya, dapat membentuk perangkat baru dan mengembangkan perangkat yang sudah ada untuk menampung dan mengatasi dinamika beban tugas yang demikian berat dan kompleks sesuai dengan prinsip dayaguna dan hasilguna.",found,1,kg-dc23d60cd1b3-e120c98aeb5ed17055ff-0,"Bacaan isi hukum Pasal berdasarkan Pasal 17 dalam Undang-Undang Republik Indonesia No 11 Tahun 1990 tentang Cagar Budaya:
(1) Setiap orang yang dengan sengaja melakukan perbuatan yang mengakibatkan kerusakan atau hilangnya Cagar Budaya sebagaimana dimaksud dalam","Berdasarkan konteks yang diberikan, Pasal 17 dalam UNDANG-UNDANG Nomor 11 Tahun 1990 tentang SUSUNAN PEMERINTAHAN DAERAH KHUSUS IBUKOTA NEGARA REPUBLIK INDONESIA JAKARTA:
Pembentukan dan pengembangan perangkat Wilayah dan Daerah di lingkungan Pemerintah Daerah Khusus Ibukota Jakarta dilaksanakan sesuai dengan kebutuhan, kedudukan, dan fungsinya sebagai Ibukota Negara. ditjen Peraturan Perundang-undangan",0.373832,0.561983,0.916667,False,,,,,,,,
qa-covered-0032,True,peraturan pemerintah|52|2000,Pasal 27,Apa frasa hukum dalam Pasal 27 dari Peraturan Pemerintah Republik Indonesia No 52 Tahun 2000?,"Frasa hukum dalam Pasal 27 dalam Peraturan Pemerintah Republik Indonesia No 52 Tahun 2000 tentang Penyelenggaraan Telekomunikasi:
Untuk pelaksanaan kewajiban pelayanan universal Menteri menetapkan: a.wilayah tertentu sebagai wilayah pelayanan universal; b.jumlah kapasitas jaringan di setiap wilayah pelayanan universal; c.jenis jasa telekomunikasi yang harus disediakan oleh penyelenggara jasa telekomunikasi di setiap wilayah pelayanan universal; d.penyelenggara jaringan telekomunikasi yang ditunjuk untuk menyediakan jaringan telekomunikasi di wilayah pelayanan universal.",found,1,kg-93d795d70a14-b7e988262adb7f0a86a7-0,"Frasa hukum dalam Pasal 27 dalam Peraturan Pemerintah Republik Indonesia No 52 Tahun 2000 tentang Penambahan Penyertaan Modal Negara Republik Indonesia:
Peraturan Pemerintah ini mulai berlaku pada tanggal diundangkan. Agar setiap orang mengetahuinya, memerintahkan pengundangan Peraturan Pemerintah ini dengan penempatannya dalam Lembaran Negara Republik Indonesia. Ditetapkan di Jakarta pada tanggal 22 September 2000 PRESIDEN REPUBLIK INDONESIA, ttd. ABDURRAHMAN WAHID Diundangkan di Jakarta pada tanggal 22 September 2000 SEKRETARIS NEGARA REPUBLIK INDONESIA, ttd. DJOHAN EFFENDI LEMBARAN NEGARA REPUBLIK INDONESIA TAHUN 2000 NOMOR 107","Frasa hukum dalam Pasal 27 dalam Peraturan Pemerintah Republik Indonesia No 52 Tahun 2000 tentang Penyelenggaraan Telekomunikasi:
ayat (1) huruf a, huruf b, huruf c, dan huruf d. (2) Ketentuan lebih lanjut mengenai wilayah pelayanan universal, jumlah kapasitas jaringan, jenis jasa telekomunikasi, dan penyelenggara jaringan telekomunikasi yang ditunjuk sebagaimana dimaksud dalam ayat (1) diatur dengan Keputusan Menteri.",0.236842,0.566929,0.666667,False,,,,,,,,
qa-covered-0033,True,undang-undang|3|2008,Pasal 4,Apa saja poin yang tercantum dalam Pasal 4 dalam Undang-Undang Republik Indonesia No 3 Tahun 2008?,"Berikut kutipan verbatim dari Pasal 4 dalam Undang-Undang Republik Indonesia No 3 Tahun 2008 tentang Pembentukan Kabupaten Mamberamo Ten Gah:
Dengan terbentuknya Kabupaten Mamberamo Teng ah, sebagaimana dimaksud dalam",found,1,kg-01a322b267ee-d9089485e1747644313e-0,"Berikut kutipan verbatim dari Pasal 4 dalam Undang-Undang Republik Indonesia No 3 Tahun 2008 tentang Pembentukan Kabupaten Padang Lawas Utara:
Cukup jelas.","Poin yang tercantum dalam Pasal 4 dalam Undang-Undang Republik Indonesia No 3 Tahun 2008 tentang Perubahan Atas Undang-Undang Nomor 15 Tahun 1997 Tentang Ketenagalistrikan:
ayat (1) huruf a, huruf b, huruf c, huruf d, huruf e, huruf f, huruf g, huruf h, huruf i, huruf j, huruf k, huruf 1, huruf m, huruf n, huruf o, huruf p, huruf q, huruf r, huruf s, huruf t, huruf u, huruf v, huruf w, huruf x, huruf y, huruf z, huruf aa, huruf ab, huruf ac, huruf ad, huruf ae, huruf af, huruf ag, huruf ah, huruf ai, huruf aj, huruf ak, huruf al, huruf am, huruf an, huruf ao, huruf ap, huruf aq, huruf ar, huruf as, huruf at, huruf au, huruf av, huruf aw, huruf ax, huruf ay, huruf az, huruf ba, huruf bb, huruf bc, huruf bd, huruf be, huruf bf, huruf bg, huruf bh, huruf bi, huruf bj, huruf bk, huruf bl, huruf bm, huruf bn, huruf bo",0.679245,0.145833,0.16,False,,,,,,,,
qa-covered-0034,True,peraturan presiden|107|2013,Pasal 22,Apa saja hal yang dijelaskan dalam Pasal 22 dari Peraturan Presiden Republik Indonesia No 107 Tahun 2013?,"Berikut adalah isi hukum dari Pasal 22 dalam Peraturan Presiden Republik Indonesia No 107 Tahun 2013 tentang Pelayanan Kesehatan Tertentu Berkaitan Dengan:
Pelayanan kesehatan yang termasuk dalam dukungan kesehatan operasi Kepolisian sebagaimana dimaksud d alam",found,1,kg-9a29b1ed2329-2f598ab702875d127789-0,"Isi resmi sebagaimana tercatat dalam Pasal 22 dalam Peraturan Presiden Republik Indonesia No 107 Tahun 2013 tentang Badan Narkotika Nasional:
(1) Deputi Bidang Pencegahan dan Penanggulangan adalah unsur pelaksana sebagian tugas dan fungsi BNN di bidang pencegahan dan penanggulangan yang berada di bawah dan bertanggung jawab kepada Kepala. (2) Deputi Bidang Pencegahan dan Penanggulangan dipimpin oleh Deputi.","Berdasarkan konteks yang diberikan, Pasal 22 dalam Peraturan Presiden Republik Indonesia No 107 Tahun 2013 tentang Pelayanan Kesehatan Tertentu Berkaitan Dengan Kegiatan Operasional Kementerian Pertahanan, Tentara Nasional Indonesia, Dan Kepolisian Negara Republik Indonesia:
Pelayanan kesehatan yang termasuk dalam dukungan kesehatan operasi Kepolisian sebagaimana dimaksud dalam",0.369565,0.7,0.903226,False,,,,,,,,
qa-covered-0035,True,undang-undang|17|2008,Pasal 301,Tunjukkan kutipan teks dari Pasal 301 menurut Undang-Undang Republik Indonesia No 17 Tahun 2008!,"Kutipan isi Pasal sesuai teks asli dalam Pasal 301 dalam Undang-Undang Republik Indonesia No 17 Tahun 2008 tentang P E L A Y A R A N:
Setiap orang yang mengoperasikan terminal khusus untuk melayani perdagangan dari dan ke luar negeri tanpa memenuhi persyaratan dan belum ada penetapan sebagaimana dimaksud dalam",found,1,kg-837cfb09010d-a7af023cb98a448e9cea-0,"Kutipan isi Pasal sesuai teks asli dalam Pasal 301 dalam Undang-Undang Republik Indonesia No 17 Tahun 2008 tentang Perubahan Atas Undang-Undang:
A (1) Dalam hal terdapat perbedaan pendapat dalam pengambilan keputusan, keputusan diambil berdasarkan musyawarah untuk mufakat. (2) Dalam hal musyawarah untuk mufakat sebagaimana dimaksud pada ayat (1) tidak tercapai, keputusan diambil berdasarkan suara terbanyak. (3) Keputusan yang diambil berdasarkan suara terbanyak sebagaimana dimaksud pada ayat (2) harus mendapat dukungan sekurang-kurangnya 2/3 (dua per tiga) dari jumlah anggota yang hadir. 10. Ketentuan","Kutipan isi Pasal sesuai teks asli dalam Pasal 301 dalam UNDANG-UNDANG Nomor 17 Tahun 2008 tentang P E L A Y A R A N:
Setiap orang yang mengoperasikan terminal khusus untuk melayani perdagangan dari dan ke luar negeri tanpa memenuhi persyaratan dan belum ada penetapan sebagaimana dimaksud dalam",0.376812,0.960784,0.833333,False,,,,,,,,
qa-covered-0036,True,keputusan presiden|43|1990,Pasal 6,Berikan isi dokumen dari Pasal 6 dalam Keputusan Presiden Republik Indonesia No 43 Tahun 1990!,"Isi dokumen dari Pasal 6 dalam Keputusan Presiden Republik Indonesia No 43 Tahun 1990 tentang Badan Koordinasi Nasional Penanggulangan Bencana:
(1) Bupati/Walikotamadya Kepala Daerah Tingkat II memimpin Satuan Pelaksana Penanggulangan Bencana, selanjutnya disingkat Satlak Penanggulangan Bencana. (2) Satlak Penanggulangan Bencana bertanggung jawab langsung kepada Ketua Bakornas Penanggulangan Bencana melalui Gubernur Kepala Daerah Tingkat I yang bersangkutan.",found,1,kg-7f01aa7f2d70-e64fc7f5b9bf2c1f955f-0,"Isi dokumen dari Pasal 6 dalam Keputusan Presiden Republik Indonesia No 43 Tahun 1990 tentang Pengesahan Persetujuan Antara Pemerintah Republik:
, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62,","Teks Pasal berdasarkan Pasal 6 dalam Keputusan Presiden Republik Indonesia No 43 Tahun 1990 tentang Badan Koordinasi Nasional Penanggulangan Bencana:
- (1) Bupati/Walikotamadya Kepala Daerah Tingkat II memimpin Satuan Pelaksana Penanggulangan Bencana, selanjutnya disingkat Satlak Penanggulangan Bencana. - (2) Satlak Penanggulangan Bencana bertanggung jawab langsung kepada Ketua Bakornas Penanggulangan Bencana melalui Gubernur Kepala Daerah Tingkat I yang bersangkutan.",0.225564,0.947368,0.933333,False,,,,,,,,
qa-covered-0037,True,peraturan presiden|24|2014,Pasal 4,Apa saja elemen/komponen yang dibahas dalam Pasal 4 dari Peraturan Presiden Republik Indonesia No 24 Tahun 2014?,"Isi resmi sebagaimana tercatat dalam Pasal 4 dalam Peraturan Presiden Republik Indonesia No 24 Tahun 2014 tentang :
Pada saat Peraturan Presiden ini mulai berlaku: a. semua kekayaan, hak, dan kewajiban dari Yayasan Universitas Siliwangi dialihkan menjadi kekayaan, hak, dan kewajiban Universitas Siliwangi; b. semua mahasiswa yang semula tercatat sebagai mahasiswa Universitas Siliwangi yang diselenggarakan oleh Yayasan Universitas Siliwangi dialihkan menjadi mahasiswa Universitas Siliwangi.",found,3,"kg-daf8dd200905-5bd177a9600c87bdb078-0,kg-daf8dd200905-d04f96f97039fece21d2-0,kg-daf8dd200905-bdac13dd3ad692184f46-0","Komponen yang dibahas dalam Pasal 4 dalam Peraturan Presiden Republik Indonesia No 24 Tahun 2014 tentang Badan Pertanahan Nasional:
(1) BPN berada di bawah dan bertanggung jawab kepada Presiden. (2) BPN dipimpin oleh Kepala.","Elemen/komponen yang dibahas dalam Pasal 4 dalam Peraturan Presiden Republik Indonesia No 24 Tahun 2014 tentang Pendirian Universitas Siliwangi:
Pada saat Peraturan Presiden ini mulai berlaku: - a. semua kekayaan, hak, dan kewajiban dari Yayasan Universitas Siliwangi dialihkan menjadi kekayaan, hak, dan kewajiban Universitas Siliwangi; - b. semua mahasiswa yang semula tercatat sebagai mahasiswa Universitas Siliwangi yang diselenggarakan oleh Yayasan Universitas Siliwangi dialihkan menjadi mahasiswa Universitas Siliwangi.",0.350515,0.914729,0.933333,False,,,,,,,,
qa-covered-0038,True,peraturan gubernur|108|2016,Pasal 69,Apa frasa hukum dalam Pasal 69 dari Peraturan Gubernur Provinsi Daerah Khusus No 108 Tahun 2016?,"Frasa hukum dalam Pasal 69 dalam Peraturan Gubernur Provinsi Daerah Khusus No 108 Tahun 2016 tentang Tunjangan Kinerja Daerah:
(1) PNS pindahan dari luar Pemerintah Daerah yang diminta oleh Pemerintah Daerah diberikan TKD terhitung mulai bertugas di Pemerintah Daerah. (2) PNS pindahan dari luar Pemerintah Daerah yang merupakan permintaan sendiri diberikan TKD terhitung mulai awal tahun anggaran tahun berikutnya. BAB XI PENGAWASAN DAN PENGENDALIAN",found,1,kg-4407bda809c8-8dfbb1fbf045d342da75-0,"Frasa hukum dalam Pasal 69 dalam Peraturan Gubernur Provinsi Daerah Khusus No 108 Tahun 2016 tentang Organisasi Dan Tata Kerja:
(1) Subbagian Tata Usaha mempunyai tugas melakukan urusan tata usaha dan rumah tangga Pusat. (2) Subbagian Tata Usaha sebagaimana dimaksud pada ayat (1), dalam melaksanakan tugasnya secara administrasi berada di bawah Bagian Kepegawaian dan Umum pada Sekretariat Pusat dan secara operasional bertanggung jawab kepada Kepala Pusat. Bagian Keempat Pusat Pengembangan Sumber Daya Manusia","Frasa hukum dalam Pasal 69 dalam Peraturan Gubernur Provinsi Daerah Khusus No 108 Tahun 2016 tentang NomEnklatur, Susunan Organisasi, Uraian Tugas Dan Fungsi Serta Tata Kerja Unit Pelaksana Teknis Dinas Sosial Provinsi Jawa Timur:
(1) Susunan Organisasi UPT Rehabilitasi Sosial Bina Karya Wanita terdiri atas: a. Sub Bagian Tata Usaha; b. Seksi Pelayanan Sosial; dan c. Seksi Rehabilitasi dan Pembinaan Lanjut. (2) Sub Bagian dan Seksi dipimpin oleh Kepala Sub Bagian dan Kepala Seksi yang berada di bawah dan bertanggungjawab kepada Kepala UPT.",0.291971,0.29932,0.932203,False,,,,,,,,
qa-covered-0039,True,peraturan pemerintah|69|2014,Pasal 29,Sebutkan seluruh isi Pasal 29 dalam Peraturan Pemerintah Republik Indonesia No 69 Tahun 2014!,Ayat (1) Pembatasan jangka waktu dimaksudkan untuk memberikan kesempatan kepada pihak- pihak lain yang membutuhkan Sumber Daya Air untuk mengajukan permohonan izin. Dengan berakhirnya izin penggunaan Sumber Daya Air berarti HGPA berakhir. Ayat (2) Cukup jelas. Ayat (3) Cukup jelas. Ayat (4) Cukup jelas. Ayat (5) Cukup jelas.,found,2,"kg-e6a0e4896f6f-a31263c5e4807bdab197-0,kg-e6a0e4896f6f-ddd62fc55e7401edb370-0",(1) Dalam hal hasil pemeriksaan sebagaimana dimaksud dalam,"(1) Izin Penggunaan Sumber Daya Air untuk kegiatan bukan usaha yang akan habis masa berlakunya dapat diperpanjang dengan mengajukan permohonan perpanjangan izin secara tertulis paling lambat 3 (tiga) bulan sebelum jangka waktu izin berakhir. (2) Dalam hal permohonan perpanjangan izin belum diajukan dalam jangka waktu 6 (enam) bulan sebelum jangka waktu izin berakhir, Pemberi Izin memberitahukan mengenai masa berakhirnya izin. (3) Penetapan keputusan perpanjangan izin diberikan paling lambat 2 (dua) bulan sejak diterimanya permohonan perpanjangan izin beserta persyaratan lengkap. (4) Dalam hal 3 (tiga) bulan sebelum jangka waktu Izin Penggunaan Sumber Daya Air berakhir, permohonan perpanjangan izin belum diajukan, Izin Penggunaan Sumber Daya Air tidak dapat diperpanjang dan pengguna sumber daya air dapat mengajukan permohonan izin baru. (5) Dalam hal permohonan perpanjangan izin sampai dengan jangka waktu sebagaimana dimaksud pada ayat (3) belum ditetapkan, permohonan perpanjangan izin dianggap disetujui.",0.035714,0.256684,1.0,False,,,,,,,,
qa-covered-0040,True,undang-undang|29|2009,Pasal 8,Sebutkan seluruh isi Pasal 8 dalam Undang-Undang Republik Indonesia No 29 Tahun 2009!,"ayat (1), ayat (2), ayat (3), dan ayat (5) diubah, sehingga keseluruhan",found,1,kg-70a106567022-6674fb7823a3218ff902-0,(1) Setiap orang yang dengan sengaja melakukan perbuatan yang mengakibatkan terjadinya kebakaran hutan dan/atau lahan sebagaimana dimaksud dalam,UNDANG-UNDANG REPUBLIK INDONESIA NOMOR 29 TAHUN 2009 TENTANG PERUBAHAN ATAS UNDANG-UNDANG NOMOR 15 TAHUN 1997 TENTANG KETRANSMIGRASIAN,0.129032,0.0,0.75,False,,,,,,,,
qa-covered-0041,True,peraturan presiden|9|2013,Pasal 1,Apa isi legal dari Pasal 1 dalam Peraturan Presiden Republik Indonesia No 9 Tahun 2013?,"Isi legal dari Pasal 1 dalam Peraturan Presiden Republik Indonesia No 9 Tahun 2013 tentang Penyelenggaraan Pengelolaan Kegiatan Usaha Hulu Minyak Da N:
Menteri yang menyelenggarakan urusan pemerintahan di bidang energi dan sumber daya mineral, yang untuk selanjutnya disebut Menteri, membina, mengoordinasikan dan mengawasi penyelenggaraan pengelolaan kegiatan usaha hulu minyak dan gas bumi.",found,1,kg-675345c97935-ff3f43f86fddcfbac18a-0,"Isi legal dari Pasal 1 dalam Peraturan Presiden Republik Indonesia No 9 Tahun 2013 tentang Perubahan Atas Peraturan Presiden Nomor 54 Tahun 2010 Tentang:
diubah, sehingga berbunyi sebagai berikut:","Isi legal dari Pasal 1 dalam Peraturan Presiden Republik Indonesia No 9 Tahun 2013 tentang Penyelenggaraan Pengelolaan Kegiatan Usaha Hulu Minyak Dan Gas Bumi:
Menteri yang menyelenggarakan urusan pemerintahan di bidang energi dan sumber daya mineral, yang untuk selanjutnya disebut Menteri, membina, mengoordinasikan dan mengawasi penyelenggaraan pengelolaan kegiatan usaha hulu minyak dan gas bumi.",0.365854,0.953271,0.894737,False,,,,,,,,
qa-covered-0042,True,peraturan pemerintah|32|2011,Pasal 61,Tunjukkan kutipan teks dari Pasal 61 menurut Peraturan Pemerintah Republik Indonesia No 32 Tahun 2011!,"Kutipan isi Pasal sesuai teks asli dalam Pasal 61 dalam Peraturan Pemerintah Republik Indonesia No 32 Tahun 2011 tentang Manajemen Dan Rekayasa, Analisis Dampak,:
Manajemen kebutuhan lalu lintas sebagaimana dimaksud dalam",found,1,kg-6463251901b2-2fc6f0b59ba51e0a2af8-0,"Kutipan isi Pasal sesuai teks asli dalam Pasal 61 dalam Peraturan Pemerintah Republik Indonesia No 32 Tahun 2011 tentang Pelayanan Meteo Rologi, Klimatologi, Dan Geofi Sika:
Cukup jelas.","Kutipan isi Pasal sesuai teks asli dalam Pasal 61 dalam Peraturan Pemerintah Republik Indonesia No 32 Tahun 2011 tentang Manajemen Dan Rekayasa, Analisis Dampak, Serta Manajemen Kebutuhan Lalu Lintas:
Manajemen kebutuhan lalu lintas sebagaimana dimaksud dalam",0.677966,0.925373,0.73913,False,,,,,,,,
qa-covered-0043,True,peraturan pemerintah|96|2000,Pasal 13,Apa saja elemen/komponen yang dibahas dalam Pasal 13 dari Peraturan Pemerintah Republik Indonesia No 96 Tahun 2000?,"Isi resmi sebagaimana tercatat dalam Pasal 13 dalam Peraturan Pemerintah Republik Indonesia No 96 Tahun 2000 tentang Wewenang Pengangkatan, Pemindahan, Dan Pemberhentian:
(1) Kepala Badan Kepegawaian Negera menetapkan pemindahan: a. Pegawai Negeri Sipil Pusat antar Departemen/Lembaga; b. Pegawai Negeri Sipil Pusat dan Pegawai Negeri Sipil Daerah antara Propinsi/Kabupaten/Kota dan Departemen/Lembaga; c. Pegawai Negeri Sipil Daerah antar Daerah Propinsi; dan d. Pegawai Negeri Sipil Daerah antara Daerah Kabupaten/Kota dan Daerah Kabupaten/Kota Propinsi lainnya. (2) Penetapan oleh Badan Kepegawaian Negara sebagaimana dimaksud dalam ayat (1) dilaksanakan atas permintaan dan persetujuan dari instansi yang bersangkutan. (3) Pejabat sebagaimana dimaksud dalam ayat (1) dapat mendelegasikan wewenangnya atau memberikan kuasa kepada pejabat lain dilingkungannya.",found,1,kg-0bb45d95f101-f23fe3f4f17c82d37b97-0,"Isi resmi sebagaimana tercatat dalam Pasal 13 dalam Peraturan Pemerintah Republik Indonesia No 96 Tahun 2000 tentang Pendirian Perusahaan Jawatan Rumah Sakit:
(1) Dewan Pengawas mempunyai tugas : a. melakukan pengawasan terhadap pengelolaan PERJAN; b. memberikan nasihat kepada Direksi dalam melaksanakan kegiatan kepengurusan PERJAN. (2) Pengawasan sebagaimana dimaksud dalam ayat (1) huruf a, meliputi pengawasan terhadap : a. pelaksanaan rencana kerja dan anggaran PERJAN; b. pelaksanaan kegiatan kepengurusan PERJAN; c. pelaksanaan tugas Direksi. (3) Pengawasan sebagaimana dimaksud dalam ayat (1) huruf a, dilakukan secara berkala dan sewaktu -waktu sesuai dengan kebutuhan. (4) Pengawasan sebagaimana dimaksud dalam ayat (1) huruf a, dilakukan oleh Dewan Pengawas secara bersama -sama atau masing -masing sesuai dengan bidang tugasnya. (5) Pengawasan sebagaimana dimaksud dalam ayat (1) huruf a, dilakukan dengan mengadakan rapat berkala dan sewaktu -waktu sesuai dengan kebutuhan. (6) Pengawasan sebagaimana dimaksud dalam ayat (1) huruf a, dilakukan dengan mengadakan pemeriksaan secara berkala dan sewaktu -waktu sesuai dengan kebutuhan. (7) Pengawasan sebagaimana dimaksud dalam ayat (1) huruf a, dilakukan","Elemen/komponen dalam Pasal 13 dalam Peraturan Pemerintah Republik Indonesia No 96 Tahun 2000 tentang We wenang Pengangkatan, Pemindahan Dan Pemberhentian Pegawai Negeri Sipil:
(1) Kepala Badan kepegawaian Negara menetapkan pemindahan : a. Pegawai Negeri Sipil Pusat antar Departemen/Lembaga; b. Pegawai Negeri Sipil Pusat dan Pegawai Negeri Sipil Daerah antara Propinsi/Kabupaten/Kota daan departemen/Lembaga; c. Pegawai Negeri Sipil Daerah antar Daerah Propinsi; dan d. Pegawai Negeri Sipil daerah antara Daerah Kabupaten/Kota dn daerah Kabupaten/Kota Propinsi lainnya. (2) Penetapan oleh Badan kepegawaian Negara sebagaimana dimaksud dalam ayat (1) dilaksanakan atas permintaan dan persetujuan dari instansi yang bersangkutan. (3) Pejabat sebagaimana dimaksud dalam ayat (1) dapat mendelegasikan wewenangnya atau memberikan kuasa kepada pejabat lain dilingkungannya.",0.294964,0.922414,0.916667,False,,,,,,,,
